               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 170,            0.042137,            0.032916,                   0,             0.70206,                0.66,             0.66758,             0.20125,            0.050605,            0.020332,                   0,           0.0015231,           0.0015231,           0.0015231
                 171,            0.046057,             0.03933,                   0,             0.70206,                0.66,             0.66758,             0.20125,            0.050605,            0.020332,                   0,           0.0014905,           0.0014905,           0.0014905
                 172,            0.045967,            0.035877,                   0,             0.70206,                0.66,             0.66758,             0.20125,            0.050605,            0.020332,                   0,           0.0014589,           0.0014589,           0.0014589
                 173,            0.042341,             0.03202,                   0,             0.65299,                0.68,             0.67306,             0.26534,            0.048136,            0.020262,                   0,           0.0014283,           0.0014283,           0.0014283
                 174,            0.044187,            0.031733,                   0,             0.65299,                0.68,             0.67306,             0.26534,            0.048136,            0.020263,                   0,           0.0013987,           0.0013987,           0.0013987
                 175,            0.041606,            0.032776,                   0,             0.65299,                0.68,             0.67306,             0.26534,            0.048136,            0.020263,                   0,           0.0013701,           0.0013701,           0.0013701
                 176,            0.039983,            0.023317,                   0,              0.6465,                0.66,              0.6253,             0.18438,            0.052553,            0.020218,                   0,           0.0013425,           0.0013425,           0.0013425
                 177,            0.044175,            0.033542,                   0,              0.6465,                0.66,              0.6253,             0.18438,            0.052553,            0.020218,                   0,            0.001316,            0.001316,            0.001316
                 178,            0.046319,            0.036645,                   0,              0.6465,                0.66,              0.6253,             0.18438,            0.052553,            0.020218,                   0,           0.0012905,           0.0012905,           0.0012905
                 179,            0.043458,            0.034438,                   0,             0.77268,             0.67983,             0.74136,             0.24674,            0.049045,            0.020143,                   0,            0.001266,            0.001266,            0.001266
                 180,            0.041449,            0.030843,                   0,             0.77268,             0.67983,             0.74136,             0.24674,            0.049045,            0.020144,                   0,           0.0012426,           0.0012426,           0.0012426
                 181,            0.043241,            0.032311,                   0,             0.77268,             0.67983,             0.74136,             0.24674,            0.049045,            0.020143,                   0,           0.0012202,           0.0012202,           0.0012202
                 182,             0.04353,            0.037503,                   0,             0.67845,             0.75959,             0.75496,             0.24506,            0.049068,            0.020031,                   0,           0.0011989,           0.0011989,           0.0011989
                 183,             0.04373,            0.037583,                   0,             0.67845,             0.75959,             0.75496,             0.24506,            0.049068,            0.020031,                   0,           0.0011787,           0.0011787,           0.0011787
                 184,            0.044574,             0.04492,                   0,             0.67845,             0.75959,             0.75496,             0.24506,            0.049068,             0.02003,                   0,           0.0011595,           0.0011595,           0.0011595
                 185,            0.046668,            0.044415,                   0,             0.76443,                0.78,             0.80588,             0.29613,            0.046878,            0.019864,                   0,           0.0011414,           0.0011414,           0.0011414
                 186,            0.043247,            0.041248,                   0,             0.76443,                0.78,             0.80588,             0.29613,            0.046878,            0.019864,                   0,           0.0011243,           0.0011243,           0.0011243
                 187,            0.041293,            0.040216,                   0,             0.76443,                0.78,             0.80588,             0.29613,            0.046878,            0.019865,                   0,           0.0011084,           0.0011084,           0.0011084
                 188,             0.04519,            0.040565,                   0,             0.70584,             0.71986,             0.75137,             0.29979,             0.04643,            0.019748,                   0,           0.0010935,           0.0010935,           0.0010935
                 189,            0.042247,            0.037652,                   0,             0.70584,             0.71986,             0.75137,             0.29979,             0.04643,            0.019747,                   0,           0.0010797,           0.0010797,           0.0010797
                 190,            0.041715,            0.030732,                   0,             0.70584,             0.71986,             0.75137,             0.29979,             0.04643,            0.019748,                   0,            0.001067,            0.001067,            0.001067
                 191,            0.043369,            0.037783,                   0,             0.74697,                0.66,              0.7085,             0.21257,            0.049092,            0.019762,                   0,           0.0010554,           0.0010554,           0.0010554
                 192,            0.040437,            0.035604,                   0,             0.74697,                0.66,              0.7085,             0.21257,            0.049092,            0.019762,                   0,           0.0010449,           0.0010449,           0.0010449
                 193,            0.039921,            0.037242,                   0,             0.74697,                0.66,              0.7085,             0.21257,            0.049092,            0.019762,                   0,           0.0010355,           0.0010355,           0.0010355
                 194,            0.042603,            0.029109,                   0,             0.69928,                 0.7,             0.71252,             0.26618,            0.047203,            0.019776,                   0,           0.0010272,           0.0010272,           0.0010272
                 195,            0.042396,            0.039481,                   0,             0.69928,                 0.7,             0.71252,             0.26618,            0.047203,            0.019776,                   0,             0.00102,             0.00102,             0.00102
                 196,            0.041318,            0.036418,                   0,             0.69928,                 0.7,             0.71252,             0.26618,            0.047203,            0.019776,                   0,           0.0010139,           0.0010139,           0.0010139
                 197,            0.041788,            0.038594,                   0,             0.74395,                 0.7,             0.73501,             0.25098,              0.0472,            0.019757,                   0,           0.0010089,           0.0010089,           0.0010089
                 198,            0.041402,            0.040188,                   0,             0.74395,                 0.7,             0.73501,             0.25098,              0.0472,            0.019757,                   0,            0.001005,            0.001005,            0.001005
                 199,            0.039445,            0.032161,                   0,             0.74395,                 0.7,             0.73501,             0.25098,              0.0472,            0.019757,                   0,           0.0010022,           0.0010022,           0.0010022
